Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-06-04,3MINDIA,EQ,22859.05,22911.9,23100.0,22512.0,22570.05,22575.25,22712.34,1197,2718667520000.0,555,713,0.5957
2019-06-06,3MINDIA,EQ,22575.25,22574.5,22735.8,22452.15,22469.0,22497.05,22517.62,2116,4764728750000.0,662,1704,0.8053
2019-06-07,3MINDIA,EQ,22497.05,22497.05,22550.0,22351.0,22550.0,22497.55,22447.76,1312,2945145630000.0,418,990,0.7545999999999999
2019-06-10,3MINDIA,EQ,22497.55,22497.55,22699.95,22395.0,22601.0,22608.2,22506.71,1493,3360251379999.9995,464,1038,0.6951999999999999
2019-06-11,3MINDIA,EQ,22608.2,22800.0,22800.0,22450.0,22484.0,22490.1,22575.32,1308,2952852380000.0,405,810,0.6193
2019-06-12,3MINDIA,EQ,22490.1,22505.35,22590.0,22360.0,22580.0,22439.25,22431.03,1035,2321611275000.0,314,698,0.6744
2019-06-13,3MINDIA,EQ,22439.25,22360.0,22799.95,22300.0,22340.0,22365.9,22390.51,722,1616594780000.0,328,448,0.6204999999999999
2019-06-14,3MINDIA,EQ,22365.9,22500.0,22600.0,22305.0,22448.0,22462.55,22465.41,522,1172694380000.0,267,297,0.569
2019-06-17,3MINDIA,EQ,22462.55,22375.05,22509.0,22200.0,22200.0,22218.95,22284.65,1384,3084195110000.0,300,1011,0.7120000000000001
2019-06-18,3MINDIA,EQ,22218.95,22218.0,22360.0,22000.0,22005.0,22030.85,22151.74,675,1495242720000.0,319,407,0.5493
2019-06-19,3MINDIA,EQ,22030.85,22150.75,22420.05,22000.0,22042.6,22021.45,22125.65,617,1365152690000.0,326,347,0.5624
2019-06-20,3MINDIA,EQ,22021.45,22042.6,22698.0,22009.95,22600.0,22654.65,22405.92,743,1664759780000.0,457,441,0.5935
2019-06-21,3MINDIA,EQ,22654.65,22781.5,23700.0,22650.0,23500.0,23529.6,23346.19,4380,10225631310000.0,2363,2969,0.6779000000000001
2019-06-24,3MINDIA,EQ,23529.6,23700.0,23979.85,23120.0,23511.0,23779.1,23848.21,2765,6594030025000.0,820,2002,0.7241
2019-06-25,3MINDIA,EQ,23779.1,23511.05,23894.7,22700.0,23150.05,23183.9,23217.27,1707,3963188495000.0005,863,786,0.46049999999999996
2019-06-26,3MINDIA,EQ,23183.9,23236.55,23485.3,22910.0,22910.0,22927.75,23026.06,1917,4414094785000.0,1190,1087,0.5670000000000001
2019-06-27,3MINDIA,EQ,22927.75,23018.35,23500.0,22700.0,23025.0,23018.45,23095.29,1123,2593601480000.0,607,339,0.3019
2019-06-28,3MINDIA,EQ,23018.45,22901.0,23290.0,22901.0,23250.0,23215.8,23106.45,664,1534268000000.0,413,409,0.616
2019-07-01,3MINDIA,EQ,23215.8,23210.0,23500.0,22765.0,23082.65,23014.3,23024.81,1492,3435301540000.0,979,776,0.5201
2019-07-02,3MINDIA,EQ,23014.3,22702.35,23489.95,22702.35,23375.0,23392.9,23188.58,727,1685809895000.0,402,404,0.5557
2019-07-03,3MINDIA,EQ,23392.9,23304.35,23450.0,23085.0,23186.6,23206.85,23284.43,1379,3210922310000.0,780,747,0.5417000000000001
2019-07-04,3MINDIA,EQ,23206.85,23245.0,23400.0,22680.0,22829.0,22794.7,22971.15,1071,2460209955000.0,495,781,0.7292000000000001
2019-07-05,3MINDIA,EQ,22794.7,22964.4,23042.7,22600.0,22720.0,22753.75,22747.09,1021,2322477910000.0,467,408,0.3996
2019-07-08,3MINDIA,EQ,22753.75,22500.0,22898.9,22050.0,22060.0,22108.35,22235.04,1329,2955036180000.0,601,856,0.6441
2019-07-09,3MINDIA,EQ,22108.35,22021.05,22199.85,21800.0,21851.0,21848.55,21985.93,2673,5876839945000.0,997,2010,0.752
2019-07-10,3MINDIA,EQ,21848.55,22106.4,22113.9,21851.55,21921.0,21985.3,21970.48,701,1540130360000.0,371,375,0.535
2019-07-11,3MINDIA,EQ,21985.3,22000.0,22185.95,21662.0,21700.0,21719.05,21804.1,726,1582977575000.0,369,487,0.6708
2019-07-12,3MINDIA,EQ,21719.05,21819.75,22053.0,21750.0,21901.1,21930.2,21841.06,1059,2312968465000.0,377,639,0.6034
2019-07-15,3MINDIA,EQ,21930.2,21817.2,21996.0,21702.25,21730.0,21753.4,21773.94,427,929747265000.0,270,290,0.6792
2019-07-16,3MINDIA,EQ,21753.4,22130.0,22130.0,21940.3,22050.0,22053.8,22060.43,426,939774275000.0,281,185,0.4343
2019-07-17,3MINDIA,EQ,22053.8,22053.8,22450.0,22025.0,22211.8,22258.7,22198.93,619,1374113695000.0,377,337,0.5444
2019-07-18,3MINDIA,EQ,22258.7,22258.0,22336.2,21905.55,21910.0,21915.85,22031.68,651,1434262475000.0,271,496,0.7619
2019-07-19,3MINDIA,EQ,21915.85,22054.1,22054.1,21730.0,21900.0,21884.85,21847.29,458,1000605715000.0,316,268,0.5852
2019-07-22,3MINDIA,EQ,21884.85,21884.85,21884.85,21650.05,21660.0,21677.2,21722.77,6166,13394262615000.0,405,5783,0.9379000000000001
2019-07-23,3MINDIA,EQ,21677.2,21848.0,21900.0,21600.0,21812.35,21828.4,21804.75,612,1334450510000.0,274,287,0.469
2019-07-24,3MINDIA,EQ,21828.4,21853.75,21900.0,21400.0,21401.5,21454.2,21553.67,912,1965694405000.0,461,586,0.6425
2019-07-25,3MINDIA,EQ,21454.2,21620.5,21688.0,21102.0,21121.1,21162.15,21278.33,1060,2255503405000.0,449,760,0.7170000000000001
2019-07-26,3MINDIA,EQ,21162.15,20900.0,21157.65,20743.1,20950.0,20903.4,20865.77,2335,4872158285000.0,578,1841,0.7884000000000001
2019-07-29,3MINDIA,EQ,20903.4,21274.0,21350.0,20701.55,21269.95,21268.8,21052.23,658,1385236875000.0,518,295,0.4483
2019-07-30,3MINDIA,EQ,21268.8,21259.95,21378.5,20867.65,21040.0,20989.85,21104.54,904,1907850000000.0,406,572,0.6327
2019-07-31,3MINDIA,EQ,20989.85,20990.0,21222.0,20669.25,21100.0,21107.9,20921.43,846,1769953105000.0,406,509,0.6017
2019-08-01,3MINDIA,EQ,21107.9,21211.95,21293.3,20630.0,20740.0,20704.1,20834.73,663,1381342840000.0,369,424,0.6395000000000001
2019-08-02,3MINDIA,EQ,20704.1,20733.25,20964.3,20506.05,20800.0,20842.65,20732.8,727,1507274465000.0,378,427,0.5872999999999999
2019-08-05,3MINDIA,EQ,20842.65,20820.0,20820.0,20200.0,20502.3,20557.35,20479.03,1163,2381711395000.0,656,655,0.5632
2019-08-06,3MINDIA,EQ,20557.35,20730.0,20900.0,20493.3,20826.0,20836.75,20813.17,683,1421539485000.0,273,508,0.7438
2019-08-07,3MINDIA,EQ,20836.75,20793.05,21199.95,20750.0,20900.0,20858.1,20967.4,900,1887066030000.0,685,598,0.6644
2019-08-08,3MINDIA,EQ,20858.1,21000.0,21400.0,20723.05,21300.0,21099.8,21019.77,1099,2310072905000.0,715,868,0.7898000000000001
2019-08-09,3MINDIA,EQ,21099.8,21287.95,21388.7,21200.0,21299.0,21225.95,21261.63,358,761166505000.0,247,236,0.6592
2019-08-13,3MINDIA,EQ,21225.95,21260.0,21699.9,20598.95,21695.0,21212.65,21162.6,3471,7345537720000.0,886,2284,0.658
2019-08-14,3MINDIA,EQ,21212.65,21013.0,21850.05,20916.0,21015.0,21000.5,21372.81,2810,6005758880000.0,1006,2131,0.7584000000000001
2019-08-16,3MINDIA,EQ,21000.5,21148.0,21150.0,20850.0,20860.0,20913.4,21007.45,661,1388592410000.0,320,480,0.7262000000000001
2019-08-19,3MINDIA,EQ,20913.4,21199.0,21249.95,20650.0,20699.85,20719.65,20862.09,783,1633501960000.0,424,376,0.4802
2019-08-20,3MINDIA,EQ,20719.65,20863.7,20913.65,20600.0,20600.0,20614.4,20642.6,963,1987882045000.0,355,680,0.7061000000000001
2019-08-21,3MINDIA,EQ,20614.4,20848.0,20848.0,20300.0,20300.0,20315.85,20435.89,732,1495907430000.0,340,528,0.7212999999999999
2019-08-22,3MINDIA,EQ,20315.85,20126.0,20490.0,20100.0,20249.0,20236.1,20281.29,495,1003924060000.0,259,351,0.7091
2019-08-23,3MINDIA,EQ,20236.1,20151.0,20625.0,20125.25,20625.0,20538.9,20413.2,1186,2421006075000.0,576,807,0.6804000000000001
